,관할보건소,동,설치기관이름,설치기관주소,기관연락처,설치 위치,위도,경도
2300,광산구,우산동,광산구장애인복지관,광주광역시 광산구 우산동 1595-1,062-943-0420,복도 엘리베이터 옆,35.1608976537673,126.810615005971
2301,광산구,쌍암동,광산구청소년수련관,광주광역시 광산구 쌍암동 653-1,062-971-5533,1층 복도,35.2222280689038,126.844251438999
2302,광산구,수완동,광산구수완보건지소,광주광역시 광산구 수완동 963,062-960-8735,수완보건지소 재활보건실,35.1928273928058,126.824270045646
2303,광산구,송정동,광산문화예술회관,광주광역시 광산구 송정동 582-1,062-960-8860,1층 로비,35.140501036363,126.799231591456
2304,광산구,광산동,광산보건진료소,광주광역시 광산구 광산동 109-1,062-952-1610,1층 진료실,35.2510092947779,126.745178319087
2305,광산구,송정동,광주광역시광산구보건소,광주광역시 광산구 송정동 833-8,062-960-8735,보건소구급차,35.1396474365046,126.79364427408
2306,광산구,송정동,광주광역시광산구보건소,광주광역시 광산구 송정동 833-8,062-960-8735,1층 민원실,35.1396474365046,126.79364427408
2308,광산구,소촌동,광주광역시지방공무원교육원,광주광역시 광산구 소촌동 232-2,062-613-7010,1층 의무실,35.160071642967,126.795901996014
2309,광산구,용곡동,광주농업기술센터,광주광역시 광산구 용곡동 418,062-613-5262,1층 로비,35.1290737895103,126.742639319803
2310,광산구,산월동,광주보훈요양원,광주광역시 광산구 산월동 887-2,062-602-5800,2층 간호사실,35.2073000448971,126.847835506688
2311,광산구,송정동,광주송정역(KTX역),광주광역시 광산구 송정동 1003-1,062-942-3376,광주송정역 맞이방,35.1372122528195,126.79066201909
2312,광산구,소촌동,광천수사우나,광주광역시 광산구 소촌동 271-2,062-513-7717,1층 로비,35.152755723218,126.793375555782
2313,광산구,쌍암동,굿모닝보석불가마사우나,광주광역시 광산구 쌍암동 667-1,062-971-3310,2층 사우나,35.2193268416606,126.844279717819
2314,광산구,소촌동,금호타이어,광주광역시 광산구 소촌동 555 금호타이어(주),20085,구급1호차,35.1424461498663,126.791321944037
2315,광산구,소촌동,금호타이어,광주광역시 광산구 소촌동 555 금호타이어(주),20085,구급2호차,35.1424461498663,126.791321944037
2316,광산구,소촌동,금호타이어,광주광역시 광산구 소촌동 555 금호타이어(주),20085,복지동 1층,35.1424461498663,126.791321944037
2317,광산구,덕림동,덕림노인전문요양원,광주광역시 광산구 덕림동 802-3,062-943-4728,1층 생활실,35.1937535684374,126.670235297612
2318,광산구,도산동,도산동주민센터,광주광역시 광산구 도산동 1084-5,062-960-7626,민원실,35.1295127243452,126.791861173251
2319,광산구,하산동,동곡동주민센터,광주광역시 광산구 하산동 134-1,062-960-7830,민원실,35.0983950523563,126.772085714118
2320,광산구,동호동,동호보건진료소,광주광역시 광산구 동호동 877-2,062-943-1156,1층 진료실,35.1856858821243,126.680673355556
2321,광산구,덕림동,로렌시아의집,광주광역시 광산구 덕림동 1070-2,062-943-5416,2층 의료재활실,35.1843366612649,126.661751710516
2322,광산구,장덕동,롯데아웃렛수완점,광주광역시 광산구 장덕동 1675,062-616-2007,1층 안전실,35.1898800202302,126.817720066789
2323,광산구,덕림동,명은노인전문요양원,광주광역시 광산구 덕림동 802-3,062-363-9992,1층 로비,35.1937535684374,126.670235297612
2324,광산구,명화동,명화보건진료소,광주광역시 광산구 명화동 225-3,062-943-7946,1층 진료실,35.1229989353804,126.722915844956
2325,광산구,신창동,바라밀실버하우스,광주광역시 광산구 신창동 1067-9,062-953-4408,2층 로비,35.1869318405548,126.844734822782
2326,광산구,삼거동,백선바오로의집,광주광역시 광산구 삼거동 313-1,062-943-3300,2층 사무실 앞,35.15356394138,126.671318985711
2327,광산구,덕림동,보람의집,광주광역시 광산구 덕림동 15,062-943-4728,1층 휴게실,35.1720166540511,126.68000790737
2328,광산구,남산동,본량동주민센터,광주광역시 광산구 남산동 698-20,062-960-7860,민원실,35.1811840491212,126.728559647736
2329,광산구,비아동,비아동주민센터,광주광역시 광산구 비아동 105,062-960-7692,민원실,35.2220360353722,126.824331114771
2330,광산구,산수동,산수보건진료소,광주광역시 광산구 산수동 586-9,062-944-4549,1층 진료실,35.1916916605421,126.746057270061
2331,광산구,도덕동,삼도동주민센터,광주광역시 광산구 도덕동 644-1,062-960-7850,민원실,35.1622071097754,126.69757945813
2332,광산구,오선동,삼성전자,광주광역시 광산구 오선동 271 삼성광주전자(주),062-950-6079,1캠퍼스 로비입구,35.2031404695074,126.808505286719
2333,광산구,오선동,삼성전자,광주광역시 광산구 오선동 271 삼성광주전자(주),062-950-6079,1캠퍼스 식당 출입구,35.2031404695074,126.808505286719
2334,광산구,오선동,삼성전자,광주광역시 광산구 오선동 271 삼성광주전자(주),062-950-6079,1캠퍼스 정문 보안실 사무실 내,35.2031404695074,126.808505286719
2335,광산구,오선동,삼성전자,광주광역시 광산구 오선동 271 삼성광주전자(주),062-950-6079,1캠퍼스 청소기 로비입구,35.2031404695074,126.808505286719
2336,광산구,오선동,삼성전자,광주광역시 광산구 오선동 271 삼성광주전자(주),062-950-6079,2캠퍼스 기숙사 남자동 입구,35.2031404695074,126.808505286719
2337,광산구,오선동,삼성전자,광주광역시 광산구 오선동 271 삼성광주전자(주),062-950-6079,2캠퍼스 기숙사 여자동 입구,35.2031404695074,126.808505286719
2338,광산구,오선동,삼성전자,광주광역시 광산구 오선동 271 삼성광주전자(주),062-950-6079,2캠퍼스 김치고 로비 입구,35.2031404695074,126.808505286719
2339,광산구,오선동,삼성전자,광주광역시 광산구 오선동 271 삼성광주전자(주),062-950-6079,2캠퍼스 에어컨 3층 홀 입구,35.2031404695074,126.808505286719
2340,광산구,오선동,삼성전자,광주광역시 광산구 오선동 271 삼성광주전자(주),062-950-6079,2캠퍼스 에어컨 로비 입구,35.2031404695074,126.808505286719
2341,광산구,오선동,삼성전자,광주광역시 광산구 오선동 271 삼성광주전자(주),062-950-6079,2캠퍼스 정문 보안실 사무실 내,35.2031404695074,126.808505286719
2342,광산구,오선동,삼성전자,광주광역시 광산구 오선동 271 삼성광주전자(주),062-950-6079,2캠퍼스 GTC 로비 입구,35.2031404695074,126.808505286719
2343,광산구,오선동,삼성전자,광주광역시 광산구 오선동 271 삼성광주전자(주),062-950-6079,1캠퍼스 2층 개발실 입구,35.2031404695074,126.808505286719
2344,광산구,오선동,삼성전자,광주광역시 광산구 오선동 271 삼성광주전자(주),062-950-6079,1캠퍼스 2층 제조사무실입구,35.2031404695074,126.808505286719
2345,광산구,오선동,삼성전자,광주광역시 광산구 오선동 271 삼성광주전자(주),062-950-6079,1캠퍼스 3층 로비옆,35.2031404695074,126.808505286719
2346,광산구,오선동,삼성전자,광주광역시 광산구 오선동 271 삼성광주전자(주),062-950-6079,1캠퍼스 PBA 로비입구,35.2031404695074,126.808505286719
2347,광산구,오선동,삼성전자,광주광역시 광산구 오선동 271 삼성광주전자(주),062-950-6079,2캠퍼스 세탁기 로비 입구,35.2031404695074,126.808505286719
2348,광산구,소촌동,소촌사우나,광주광역시 광산구 소촌동 244-6,062-945-6191,5층 헬스장,35.1574779528263,126.795188161001
2349,광산구,우산동,송광종합사회복지관,광주광역시 광산구 우산동 1603-1,062-941-8248,2층 복도,35.1598237676421,126.804146670316
2350,광산구,송정동,송정1동주민센터,광주광역시 광산구 송정동 756-1,062-960-7606,민원실,35.1407457300355,126.798781312128
2351,광산구,송정동,송정2동주민센터,광주광역시 광산구 송정동 828,062-960-7616,민원실,35.1390915382602,126.794422667854
2352,광산구,도산동,송정권노인복지관,광주광역시 광산구 도산동 925-1,062-942-3663,물리치료실(1층),35.1348587162625,126.795150020809
2353,광산구,장덕동,수영사우나,광주광역시 광산구 장덕동 1302,062-959-6278,3층 사우나 로비,35.19118695852,126.819448788431
2354,광산구,수완동,수완동주민센터,광주광역시 광산구 수완동 936,062-960-7794,민원실,35.1970739751176,126.825730886332
2355,광산구,우산동,리버힐아파트,"광주광역시 광산구 우산로 47 (우산동', ' 리버힐아파트)",062-942-4315,중앙초소 안,35.1595421534054,126.805976656327
2356,광산구,우산동,우산빛여울채아파트,"광주광역시 광산구 우산로 17 (우산동', ' 우산빛여울채)",062-942-5014,정문초소,35.1598237676421,126.804146670316
2357,광산구,신가동,신가도서관,광주광역시 광산구 신가동 870,062-955-6777,사무실 입구,35.1826649031484,126.827852554214
2358,광산구,신가동,신가동주민센터,광주광역시 광산구 신가동 873-7,062-960-7738,민원실,35.1817376386583,126.827697185591
2359,광산구,신동,신동보건진료소,광주광역시 광산구 신동산길 127-5 (신동),062-943-2935,1층 진료실,35.1110975107915,126.698762644097
2360,광산구,신룡동,신룡보건진료소,광주광역시 광산구 신룡동 328-1,062-952-7653,1층 진료실,35.2218704567002,126.774887298249
2361,광산구,신창동,신창사우나,광주광역시 광산구 신창동 1222-4,062-962-0000,3층 매표소,35.1914015616075,126.838731054788
2362,광산구,신촌동,신흥동주민센터,광주광역시 광산구 신촌동 1083,062-960-7635,민원실,35.1453380254418,126.800498483231
2363,광산구,양동,양동보건진료소,광주광역시 광산구 양동 458-18,062-943-7946,1층 진료실,35.1505043020861,126.662859717998
2364,광산구,소촌동,어룡동주민센터,광주광역시 광산구 소촌동 528-14,062-960-7649,민원실,35.14248372297,126.79511720186
2365,광산구,삼거동,에덴실버타운,광주광역시 광산구 삼거동 322-7,062-944-7090,2층 물리치료실,35.1545840970875,126.672151283126
2366,광산구,월계동,오션스파,광주광역시 광산구 월계동 893-9,062-971-3633,4층 사우나 입구,35.2138557974932,126.847800649671
2367,광산구,우산동,우산동주민센터,광주광역시 광산구 우산동 1601-7,062-960-7650,민원실,35.1602157527209,126.807058142568
2368,광산구,운남동,운남권노인복지관,광주광역시 광산구 운남동 799-1,062-959-9004,건강관리실(2층),35.1714413740078,126.815940212035
2369,광산구,월곡동,월곡1동주민센터,광주광역시 광산구 월곡동 687-1,062-960-7674,민원실,35.1717951977018,126.809724948657
2370,광산구,월곡동,월곡2동주민센터,광주광역시 광산구 월곡동 490-7,062-960-7682,민원실,35.174354417094,126.808010755798
2371,광산구,삼거동,인광전문요양원,광주광역시 광산구 삼거동 603,062-944-4005,2층 물리치료실,35.1632207026204,126.668838835891
2372,광산구,임곡동,임곡동주민센터,광주광역시 광산구 임곡동 451-2,062-960-7820,민원실,35.2195984826775,126.74479017612
2373,광산구,임곡동,임곡동주민센터,광주광역시 광산구 임곡동 451-2,062-960-7820,민원실,35.2195984826775,126.74479017612
2374,광산구,장덕동,장덕도서관,광주광역시 광산구 장덕동 1600,062-960-3937,1층 로비,35.1875720241979,126.813347727671
2375,광산구,삼거동,장수실버그린노인전문요양원,광주광역시 광산구 삼거동 594-2,062-944-1114,1층 로비,35.1646759372784,126.666080082152
2376,광산구,운남동,천지연금사우나,광주광역시 광산구 운남동 783-2,062-962-9600,3층 사우나,35.1759301450184,126.813535716003
2377,광산구,쌍암동,첨단1동주민센터,광주광역시 광산구 쌍암동 656-2,062-960-7701,민원실,35.2195270753685,126.842363554305
2378,광산구,월계동,첨단2동주민센터,광주광역시 광산구 월계동 875-4,062-960-7710,민원실,35.2162433487182,126.843321055098
2379,광산구,월계동,첨단2동주민센터,광주광역시 광산구 월계동 875-4,062-960-7710,민원실,35.2162433487182,126.843321055098
2380,광산구,월계동,첨단도서관,광주광역시 광산구 월계동 760-1,062-960-8296,1층 로비,35.2168959353028,126.832033621554
2381,광산구,쌍암동,첨단스포츠센터,광주광역시 광산구 쌍암동 675-1,062-971-8888,3층 사우나,35.2204495812902,126.847051763877
2382,광산구,쌍암동,첨단종합사회복지관,광주광역시 광산구 쌍암동 656-2,062-971-9503,복도,35.2195270753685,126.842363554305
2383,광산구,월계동,첨단호반2차아파트관리사무소,광주광역시 광산구 월계동 763-6,062-971-3075,정문 경비실,35.2127602805368,126.832366133139
2384,광산구,월계동,케이티링커스(주),광주광역시 광산구 월계동 891-9,062-972-7437,수완지구 세계로병원 앞,35.2137104492444,126.84527187922
2385,광산구,월계동,케이티링커스(주),광주광역시 광산구 월계동 891-9,062-972-7437,운남주공 5단지,35.2137104492444,126.84527187922
2386,광산구,월계동,케이티링커스(주),광주광역시 광산구 월계동 891-9,062-972-7437,운남주공7단지,35.2137104492444,126.84527187922
2387,광산구,옥동,평동주민센터,광주광역시 광산구 옥동 236-3,062-960-7840,민원실,35.1245244105249,126.760434222581
2388,광산구,하남동,하남동주민센터,광주광역시 광산구 하남동 662,062-960-7810,민원실,35.1795446373045,126.800011155357
2389,광산구,우산동,하남종합사회복지관,광주광역시 광산구 우산동 1571-1,062-951-0701,1층 복도,35.1663171496993,126.803870190698
2390,광산구,우산동,하남주공1단지아파트관리사무소,"광주광역시 광산구 월곡산정로 12 (우산동', ' 하남주공아파트 1차/2차 아파트)",062-951-6699,관리사무소,35.1663171496993,126.803870190698
2391,광산구,우산동,하남주공2단지아파트관리사무소,광주광역시 광산구 우산동 1571-1 하남주공2단지,062-451-3730,관리사무소 안,35.1663171496993,126.803870190698
2392,광산구,대산동,한빛노인전문요양원,광주광역시 광산구 대산동 177,062-943-1122,2층 간호사실,35.1361459680648,126.672894646684
2393,광산구,송정동,황금스파밸리,광주광역시 광산구 송정동 653,062-946-3399,4층 남성 사우나,35.1418732407211,126.800854022227
2394,광산구,송하동,광주남부소방서,"광주광역시 남구 송암로58번길 13', ' 남부소방서 송하119안전센터 (송하동)",062-613-8608,구급차내,35.1105075675122,126.878340652978
2395,광산구,송하동,광주남부소방서,"광주광역시 남구 송암로58번길 13', ' 남부소방서 송하119안전센터 (송하동)",062-613-8608,구급차내,35.1105075675122,126.878340652978
2396,광산구,송하동,광주남부소방서,"광주광역시 남구 송암로58번길 13', ' 남부소방서 송하119안전센터 (송하동)",062-613-8608,구급차내,35.1105075675122,126.878340652978
2397,광산구,송하동,광주남부소방서,"광주광역시 남구 송암로58번길 13', ' 남부소방서 송하119안전센터 (송하동)",062-613-8608,구급차내,35.1105075675122,126.878340652978
2398,광산구,송하동,광주남부소방서,"광주광역시 남구 송암로58번길 13', ' 남부소방서 송하119안전센터 (송하동)",062-613-8608,구급차내,35.1105075675122,126.878340652978
2399,광산구,송하동,광주남부소방서,"광주광역시 남구 송암로58번길 13', ' 남부소방서 송하119안전센터 (송하동)",062-613-8608,구급차내,35.1105075675122,126.878340652978
2400,광산구,송하동,광주남부소방서,"광주광역시 남구 송암로58번길 13', ' 남부소방서 송하119안전센터 (송하동)",062-613-8608,구급차내,35.1105075675122,126.878340652978
2401,광산구,송하동,광주남부소방서,"광주광역시 남구 송암로58번길 13', ' 남부소방서 송하119안전센터 (송하동)",062-613-8608,구급차내,35.1105075675122,126.878340652978
2402,동구,마륵동,광주도시철도공사,"광주광역시 서구 상무대로 760', ' 광주광역시도시철도공사 (마륵동)",062-604-8000,사무실내,35.1454973036399,126.847766048602
2403,동구,마륵동,광주도시철도공사,"광주광역시 서구 상무대로 760', ' 광주광역시도시철도공사 (마륵동)",062-604-8000,사무실내,35.1454973036399,126.847766048602
2404,동구,마륵동,광주도시철도공사,"광주광역시 서구 상무대로 760', ' 광주광역시도시철도공사 (마륵동)",062-604-8000,사무실내,35.1454973036399,126.847766048602
2405,동구,마륵동,광주도시철도공사,"광주광역시 서구 상무대로 760', ' 광주광역시도시철도공사 (마륵동)",062-604-8000,지하3층 역무실 앞,35.1454973036399,126.847766048602
2406,동구,마륵동,광주도시철도공사,"광주광역시 서구 상무대로 760', ' 광주광역시도시철도공사 (마륵동)",062-604-8000,사무실내(지하1층),35.1454973036399,126.847766048602
2407,동구,서석동,광주광역시동구보건소,광주광역시 동구 서남로 1 (서석동),062-608-3303,보건소 진료실,35.1461417002004,126.92309316107
2408,북구,중흥동,효동초등학교,"광주광역시 북구 서양로 99', ' 광주효동초등학교 (중흥동)",062-520-2839,강당,35.1690608499758,126.911855018015
2409,동구,서석동,서남동주민센터,"광주광역시 동구 서남로 14', ' 서남동주민센터 (서석동)",062-608-3744,서남동주민센터,35.1449509557856,126.923162976621
2410,남구,지석동,대촌중학교,"광주광역시 남구 고싸움로164번길 28', ' 대촌중학교 (지석동)",062-712-3180,1층 중앙 현관,35.0849816602974,126.832935338777
2412,북구,오치동,광주서산초등학교,광주광역시 북구 우치로 263 서산초 (오치동),062-260-8880,본관1층 중앙현관,35.1891619959727,126.904365729571
2413,북구,신용동,신용초등학교,광주광역시 북구 첨단연신로 232-10 신용초 (신용동),062-717-3570,본관1층,35.2106312330176,126.857212433182
2414,서구,치평동,전남고등학교,광주광역시 서구 상무공원로 32 전남고등학교 (치평동),062-370-8500,체육관,35.1474756132162,126.843732699207
2415,서구,쌍촌동,동명중학교,광주광역시 서구 운천로 306 동명중학교 (쌍촌동),062-603-8161,보건실 앞,35.1598017535807,126.856600516467
2416,서구,쌍촌동,쌍촌건강생활지원센터,"광주광역시 서구 쌍학로 47 쌍촌건강생활지원센터 (쌍촌동', ' 영구임대아파트)",062-350-4742,쌍촌건강생활지원센터,35.1473817149178,126.868831347988
2417,서구,덕흥동,광주세광학교,광주광역시 서구 유덕로 177 광주세광학교 (덕흥동),062-606-0441,체육관,35.1684483440624,126.836029977144
2418,서구,화정동,광주화정중학교,광주광역시 서구 화운로 53 광주화정중학교 (화정동),062-380-3700,본관,35.1441252947262,126.882369093153
2419,서구,농성동,농성파출소,광주광역시 서구 화정로 316 농성파출소 (농성동),062-570-4303,농성파출소,35.1504439093423,126.89032886989
2420,서구,화정동,화정지구대,광주광역시 서구 화운로 160 화정지구대 (화정동),062-570-4304,화정지구대,35.1532021062634,126.876943474648
2421,서구,화정동,염주파출소,광주광역시 서구 염화로134번길 18 염주파출소 (화정동),062-570-4306,염주파출소,35.1415989590487,126.879253690966
2422,서구,풍암동,풍암파출소,광주광역시 서구 풍암1로 33 풍암파출소 (풍암동),062-570-4307,풍암파출소,35.1243959031987,126.878889835802
2423,서구,치평동,서부경찰서,광주광역시 서구 상무공원로 71 서부경찰서 (치평동),062-570-4371,형사과,35.1507655171155,126.842086932829
2424,서구,치평동,상무지구대,광주광역시 서구 상무연하로 106 상무지구대 (치평동),062-570-4302,상무지구대,35.1577628673511,126.850549066782
2425,서구,치평동,운천초등학교,광주광역시 서구 치평로 59 운천초등학교 (치평동),062-600-2790,체육관 2층,35.1527032974148,126.846748878355
2426,서구,풍암동,풍암고등학교,광주광역시 서구 풍암신흥로39번길 20 풍암고등학교 (풍암동),062-650-0501,본관 1층,35.1229509810012,126.867401541994
2427,서구,풍암동,운리초등학교,"광주광역시 서구 풍암운리로23번길 5', ' 운리초등학교 (풍암동)",062-650-3847,2층 체육관 앞,35.1236849359407,126.865658950201
2428,서구,풍암동,운리초등학교,"광주광역시 서구 풍암운리로23번길 5', ' 운리초등학교 (풍암동)",062-650-3847,본관,35.1236849359407,126.865658950201
2429,서구,쌍촌동,효광중학교,광주광역시 서구 쌍촌로15번길 8 효광중학교 (쌍촌동),062-380-7394,보건실,35.1471256218184,126.863431567901
2430,서구,쌍촌동,효광중학교,광주광역시 서구 쌍촌로15번길 8 효광중학교 (쌍촌동),062-380-7394,체육관,35.1471256218184,126.863431567901
2431,서구,금호동,만호초등학교,광주광역시 서구 금화로 53 만호초등학교 (금호동),062-370-0272,본관 1층 현관,35.1327927269047,126.854238968615
2432,서구,화정동,성진초등학교,광주광역시 서구 학생독립로 16 성진초등학교 (화정동),062-602-5571,2층 체육관 앞,35.1437646267904,126.866259796084
2433,서구,화정동,성진초등학교,광주광역시 서구 학생독립로 16 성진초등학교 (화정동),062-602-5571,본관 중앙현관,35.1437646267904,126.866259796084
2434,서구,매월동,광주대동고등학교,광주광역시 서구 전평길 50 광주대동고등학교 (매월동),062-600-3607,우측현관,35.1193724930943,126.849728098468
2435,서구,금호동,금호지구대,광주광역시 서구 운천로 30 금호지구대 (금호동),062-570-4301,금호지구대,35.1353284034598,126.859395978915
2436,서구,동천동,동천파출소,광주광역시 서구 유림로98번길 6 동천파출소 (동천동),062-570-4305,동천파출소,35.1709275625627,126.864417818532
2437,서구,치평동,운천초등학교,광주광역시 서구 치평로 59 운천초등학교 (치평동),062-600-2790,본관 중앙현관,35.1527032974148,126.846748878355
2438,서구,풍암동,풍암고등학교,광주광역시 서구 풍암신흥로39번길 20 풍암고등학교 (풍암동),062-650-0501,체육실,35.1229509810012,126.867401541994
2439,서구,풍암동,운리중학교,광주광역시 서구 풍암신흥로11번길 28 운리중학교 (풍암동),062-712-3351,강당,35.1217231382851,126.862622551943
2440,서구,풍암동,운리중학교,광주광역시 서구 풍암신흥로11번길 28 운리중학교 (풍암동),062-712-3351,강당,35.1217231382851,126.862622551943
2441,서구,쌍촌동,상무중학교,광주광역시 서구 운천로 142 상무중학교 (쌍촌동),062-380-6330,본관 중앙 현관,35.1449205773258,126.857981545166
2442,서구,쌍촌동,상무중학교,광주광역시 서구 운천로 142 상무중학교 (쌍촌동),062-380-6330,체육관 앞,35.1449205773258,126.857981545166
2443,서구,치평동,전남중학교,광주광역시 서구 상무공원로 70 전남중학교 (치평동),062-720-5106,본관 1층 중앙현관,35.1510539889934,126.843714225182
2444,서구,쌍촌동,동명중학교,광주광역시 서구 운천로 306 동명중학교 (쌍촌동),062-603-8161,체육관 앞,35.1598017535807,126.856600516467
2445,서구,풍암동,신암초등학교,광주광역시 서구 풍암2로 56,062-650-0606,본관 교무실 앞,35.1229519532132,126.880927376266
2446,서구,매월동,광주대동고등학교,광주광역시 서구 전평길 50 광주대동고등학교 (매월동),062-600-3607,보건실,35.1193724930943,126.849728098468
2447,서구,동천동,빛고을초등학교,광주광역시 서구 동천로 7 빛고을초등학교 (동천동),062-510-2771,체육관,35.1693467242647,126.859247762928
2448,서구,동천동,빛고을초등학교,광주광역시 서구 동천로 7 빛고을초등학교 (동천동),062-510-2771,본관,35.1693467242647,126.859247762928
2449,서구,쌍촌동,유촌초등학교,광주광역시 서구 내방로 153 유촌초등학교 (쌍촌동),062-370-8700,본관,35.1591400407688,126.857956286609
2450,서구,쌍촌동,유촌초등학교,광주광역시 서구 내방로 153 유촌초등학교 (쌍촌동),062-370-8700,본관,35.1591400407688,126.857956286609
2451,서구,동천동,광림초등학교,광주광역시 서구 하남대로710번길 19 광림초등학교 (동천동),062-510-3703,체육관,35.1694507356427,126.87089625466
2452,서구,동천동,광림초등학교,광주광역시 서구 하남대로710번길 19 광림초등학교 (동천동),062-510-3703,본관,35.1694507356427,126.87089625466
2453,서구,치평동,전남고등학교,광주광역시 서구 상무공원로 32 전남고등학교 (치평동),062-370-8500,본관,35.1474756132162,126.843732699207
2454,서구,동천동,대자중학교,광주광역시 서구 하남대로680번길 27 대자중학교 (동천동),062-510-3891,체육관,35.1690889829872,126.867521746386
2455,서구,덕흥동,광주세광학교,광주광역시 서구 유덕로 177 광주세광학교 (덕흥동),062-606-0441,본관,35.1684483440624,126.836029977144
2456,서구,쌍촌동,상일중학교,광주광역시 서구 내방로 229 상일중학교 (쌍촌동),062-380-0265,체육관,35.1589883550448,126.865469775746
2457,서구,화정동,광주서초등학교,광주광역시 서구 화운로194번길 6 광주서초등학교 (화정동),062-360-4119,본관,35.1560400258278,126.877020856818
2458,서구,광천동,효광초등학교,광주광역시 서구 광천2길 33 효광초등학교 (광천동),062-606-8105,본관,35.16681809559,126.879424652094
2459,서구,유촌동,광주극락초등학교,광주광역시 서구 상무버들로54번길 5 광주극락초등학교 (유촌동),062-370-2610,체육관,35.1656220635935,126.858182328066
2460,서구,금호동,금부초등학교,광주광역시 서구 금화로115번길 22 금부초등학교 (금호동),062-410-1701,금부초등학교,35.1353081355805,126.86136303657
2461,서구,금호동,금부초등학교,광주광역시 서구 금화로115번길 22 금부초등학교 (금호동),062-410-1701,금부초등학교,35.1353081355805,126.86136303657
2462,서구,동천동,대자중학교,광주광역시 서구 하남대로680번길 27 대자중학교 (동천동),062-510-3891,본관,35.1690889829872,126.867521746386
2463,서구,쌍촌동,광주상일여자고등학교,광주광역시 서구 내방로 217 광주상일여자고등학교 (쌍촌동),062-370-2545,체육관,35.1587830713357,126.864459594306
2464,서구,쌍촌동,광주상일여자고등학교,광주광역시 서구 내방로 217 광주상일여자고등학교 (쌍촌동),062-370-2545,본관,35.1587830713357,126.864459594306
2465,서구,쌍촌동,상일중학교,광주광역시 서구 내방로 229 상일중학교 (쌍촌동),062-380-0265,본관,35.1589883550448,126.865469775746
2466,서구,화정동,광주서초등학교,광주광역시 서구 화운로194번길 6 광주서초등학교 (화정동),062-360-4119,체육관,35.1560400258278,126.877020856818
2467,서구,치평동,치평초등학교,광주광역시 서구 상무평화로 43 치평초등학교 (치평동),062-370-5809,체육관,35.1491172743127,126.843603576437
2468,서구,치평동,치평초등학교,광주광역시 서구 상무평화로 43 치평초등학교 (치평동),062-370-5809,본관,35.1491172743127,126.843603576437
2469,서구,광천동,효광초등학교,광주광역시 서구 광천2길 33 효광초등학교 (광천동),062-606-8105,체육관,35.16681809559,126.879424652094
2470,서구,유촌동,광주극락초등학교,광주광역시 서구 상무버들로54번길 5 광주극락초등학교 (유촌동),062-370-2610,본관,35.1656220635935,126.858182328066
2471,서구,화정동,광주화정초등학교,광주광역시 서구 월드컵4강로146번길 10 광주화정초등학교 (화정동),062-380-2702,체육관 입구,35.1490552296265,126.871399380716
2472,서구,화정동,광주화정초등학교,광주광역시 서구 월드컵4강로146번길 10 광주화정초등학교 (화정동),062-380-2702,본관 중앙현관,35.1490552296265,126.871399380716
2473,서구,화정동,염주초등학교,광주광역시 서구 염화로134번길 28 염주초등학교 (화정동),062-380-1120,본관 중앙현관,35.1410755246002,126.878788542703
2474,서구,풍암동,풍암초등학교,광주광역시 서구 풍암중앙로 8 풍암초등학교 (풍암동),062-670-7373,강당 출입구,35.1237827864561,126.875676171561
2475,서구,금호동,금호중학교,광주광역시 서구 금화로115번길 72 금호중학교(금호동),3700755,본관 중앙현관,35.1395844875677,126.861222794193
2476,서구,화정동,염주초등학교,광주광역시 서구 염화로134번길 28 염주초등학교 (화정동),062-380-1120,2층 체육관 앞,35.1410755246002,126.878788542703
2477,서구,풍암동,풍암초등학교,광주광역시 서구 풍암중앙로 8 풍암초등학교 (풍암동),062-670-7373,본관 교무실 앞,35.1237827864561,126.875676171561
2478,서구,금호동,광주중학교,광주광역시 서구 화개중앙로 60 광주중학교 (금호동),062-650-0700,광주중학교,35.1257132267198,126.856113929753
2479,서구,금호동,광주중학교,광주광역시 서구 화개중앙로 60 광주중학교 (금호동),062-650-0700,광주중학교,35.1257132267198,126.856113929753
2480,서구,쌍촌동,금호초등학교,광주광역시 서구 금부로95번길 26-11 금호초등학교 (쌍촌동),062-370-7171,본관 1층,35.1427241527642,126.859227988093
2481,서구,쌍촌동,금호초등학교,광주광역시 서구 금부로95번길 26-11 금호초등학교 (쌍촌동),062-370-7171,2층 체육관 앞,35.1427241527642,126.859227988093
2482,서구,화정동,광주화정중학교,광주광역시 서구 화운로 53 광주화정중학교 (화정동),062-380-3700,체육관,35.1441252947262,126.882369093153
2483,서구,금호동,광주상무초등학교,광주광역시 서구 금호운천길 67 광주상무초등학교 (금호동),062-370-2804,체육관 입구,35.1408320994081,126.85471744264
2484,서구,금호동,광주상무초등학교,광주광역시 서구 금호운천길 67 광주상무초등학교 (금호동),062-370-2804,본관 1층,35.1408320994081,126.85471744264
2485,서구,화정동,광덕중학교,광주광역시 서구 화정로 202 광덕중학교 (화정동),062-380-6618,본관 1층,35.1446868977126,126.878496666282
2486,서구,양동,광주양동초,광주광역시 서구 경열로121번길 5 광주양동초 (양동),062-606-5783,현관,35.154428715435,126.898910782195
2487,서구,화정동,광주서석고,광주광역시 서구 화정로253번길 27 광주서석고 (화정동),062-360-4000,광주서석고,35.1492506672679,126.881314991256
2488,서구,화정동,광주서석고,광주광역시 서구 화정로253번길 27 광주서석고 (화정동),062-360-4000,광주서석고,35.1492506672679,126.881314991256
